snapshot_id,snapshot_taken_date,stay_date,hotel_id,adr,occupancy_direct,revpar,rooms_sold,capacity_count,total_revenue,total_room_revenue,total_other_revenue,room_rate_total,taxes_total,fees_total,misc_income,adults_count,children_count,room_guest_count,blocked_rooms_count,out_of_service_rooms_count
90000200333,2024-11-28,2024-11-28,900002,54.68,0.4,22.07,24,60,1312.32,1312.32,0,1312.32,39.37,0,0,25,1,26,0,0
90000200334,2024-11-29,2024-11-29,900002,53.62,0.81,43.27,48,60,2573.76,2573.76,0,2573.76,77.21,0,0,51,13,64,0,0
90000200335,2024-11-30,2024-11-30,900002,52.36,0.58,30.16,35,60,1832.6,1832.6,0,1832.6,54.98,0,0,39,4,43,0,0
90000200336,2024-12-01,2024-12-01,900002,49.43,0.73,36.17,44,60,2174.92,2174.92,0,2174.92,65.25,0,0,50,7,57,0,0
90000200337,2024-12-02,2024-12-02,900002,49.17,0.64,31.65,39,60,1917.63,1917.63,0,1917.63,57.53,0,0,39,9,48,0,0
90000200338,2024-12-03,2024-12-03,900002,54.74,0.49,26.74,29,60,1587.46,1587.46,0,1587.46,47.62,0,0,30,3,33,0,0
90000200339,2024-12-04,2024-12-04,900002,44.58,0.73,32.44,44,60,1961.52,1961.52,0,1961.52,58.85,0,0,53,8,61,0,0
90000200340,2024-12-05,2024-12-05,900002,52.45,0.55,28.64,33,60,1730.85,1730.85,0,1730.85,51.93,0,0,35,6,41,0,0
90000200341,2024-12-06,2024-12-06,900002,55.0,0.58,32.06,35,60,1925.0,1925.0,0,1925.0,57.75,0,0,39,2,41,0,0
90000200342,2024-12-07,2024-12-07,900002,50.82,0.59,29.83,35,60,1778.7,1778.7,0,1778.7,53.36,0,0,37,8,45,0,0
90000200343,2024-12-08,2024-12-08,900002,38.17,0.68,25.89,41,60,1564.97,1564.97,0,1564.97,46.95,0,0,44,9,53,0,0
90000200344,2024-12-09,2024-12-09,900002,45.69,0.57,26.25,34,60,1553.46,1553.46,0,1553.46,46.6,0,0,37,6,43,0,0
90000200345,2024-12-10,2024-12-10,900002,53.38,0.43,22.77,26,60,1387.88,1387.88,0,1387.88,41.64,0,0,32,2,34,0,0
90000200346,2024-12-11,2024-12-11,900002,44.43,0.45,20.18,27,60,1199.61,1199.61,0,1199.61,35.99,0,0,32,7,39,0,0
90000200347,2024-12-12,2024-12-12,900002,46.28,0.57,26.51,34,60,1573.52,1573.52,0,1573.52,47.21,0,0,40,5,45,0,0
90000200348,2024-12-13,2024-12-13,900002,53.61,0.63,33.93,38,60,2037.18,2037.18,0,2037.18,61.12,0,0,42,9,51,0,0
90000200349,2024-12-14,2024-12-14,900002,42.69,0.91,39.0,55,60,2347.95,2347.95,0,2347.95,70.44,0,0,63,15,78,0,0
90000200350,2024-12-15,2024-12-15,900002,43.51,0.67,29.28,40,60,1740.4,1740.4,0,1740.4,52.21,0,0,47,2,49,1,0
90000200351,2024-12-16,2024-12-16,900002,53.34,0.58,31.13,35,60,1866.9,1866.9,0,1866.9,56.01,0,0,40,5,45,0,0
90000200352,2024-12-17,2024-12-17,900002,44.48,0.57,25.51,34,60,1512.32,1512.32,0,1512.32,45.37,0,0,38,6,44,0,0
90000200353,2024-12-18,2024-12-18,900002,54.72,0.56,30.72,34,60,1860.48,1860.48,0,1860.48,55.81,0,0,39,8,47,0,0
90000200354,2024-12-19,2024-12-19,900002,43.89,0.5,21.75,30,60,1316.7,1316.7,0,1316.7,39.5,0,0,34,5,39,0,0
90000200355,2024-12-20,2024-12-20,900002,43.17,0.69,29.85,41,60,1769.97,1769.97,0,1769.97,53.1,0,0,45,9,54,0,0
90000200356,2024-12-21,2024-12-21,900002,48.36,0.68,32.65,41,60,1982.76,1982.76,0,1982.76,59.48,0,0,44,6,50,0,0
90000200357,2024-12-22,2024-12-22,900002,45.46,0.78,35.54,47,60,2136.62,2136.62,0,2136.62,64.1,0,0,52,8,60,0,0
90000200358,2024-12-23,2024-12-23,900002,52.86,0.94,49.55,56,60,2960.16,2960.16,0,2960.16,88.8,0,0,63,6,69,0,0
90000200359,2024-12-24,2024-12-24,900002,42.23,0.64,26.89,38,60,1604.74,1604.74,0,1604.74,48.14,0,0,40,7,47,0,0
90000200360,2024-12-25,2024-12-25,900002,49.0,0.74,36.26,44,60,2156.0,2156.0,0,2156.0,64.68,0,0,47,4,51,0,0
90000200361,2024-12-26,2024-12-26,900002,49.44,0.81,40.12,49,60,2422.56,2422.56,0,2422.56,72.68,0,0,55,7,62,0,0
90000200362,2024-12-27,2024-12-27,900002,55.0,0.65,35.73,39,60,2145.0,2145.0,0,2145.0,64.35,0,0,44,4,48,0,0
90000200363,2024-12-28,2024-12-28,900002,55.0,0.75,41.52,45,60,2475.0,2475.0,0,2475.0,74.25,0,0,51,3,54,0,0
90000200364,2024-12-29,2024-12-29,900002,52.85,0.86,45.56,52,60,2748.2,2748.2,0,2748.2,82.45,0,0,56,7,63,0,0
90000200365,2024-12-30,2024-12-30,900002,50.19,0.93,46.52,56,60,2810.64,2810.64,0,2810.64,84.32,0,0,69,3,72,0,0
90000200366,2024-12-31,2024-12-31,900002,47.75,0.88,41.89,53,60,2530.75,2530.75,0,2530.75,75.92,0,0,59,9,68,0,0
90000200001,2025-01-01,2025-01-01,900002,53.32,0.58,30.97,35,60,1866.2,1866.2,0,1866.2,55.99,0,0,38,5,43,0,0
90000200002,2025-01-02,2025-01-02,900002,41.98,0.8,33.45,48,60,2015.04,2015.04,0,2015.04,60.45,0,0,50,8,58,0,0
90000200003,2025-01-03,2025-01-03,900002,55.0,0.72,39.39,43,60,2365.0,2365.0,0,2365.0,70.95,0,0,46,8,54,0,0
90000200004,2025-01-04,2025-01-04,900002,51.75,0.73,38.02,44,60,2277.0,2277.0,0,2277.0,68.31,0,0,48,10,58,0,0
90000200005,2025-01-05,2025-01-05,900002,44.74,0.95,42.3,57,60,2550.18,2550.18,0,2550.18,76.51,0,0,68,7,75,0,1
90000200006,2025-01-06,2025-01-06,900002,43.97,0.69,30.26,41,60,1802.77,1802.77,0,1802.77,54.08,0,0,45,5,50,0,0
90000200007,2025-01-07,2025-01-07,900002,39.55,0.62,24.51,37,60,1463.35,1463.35,0,1463.35,43.9,0,0,45,8,53,0,0
90000200008,2025-01-08,2025-01-08,900002,40.88,0.51,20.79,31,60,1267.28,1267.28,0,1267.28,38.02,0,0,37,8,45,0,1
90000200009,2025-01-09,2025-01-09,900002,51.2,0.43,22.01,26,60,1331.2,1331.2,0,1331.2,39.94,0,0,30,3,33,1,0
90000200010,2025-01-10,2025-01-10,900002,44.43,0.57,25.46,34,60,1510.62,1510.62,0,1510.62,45.32,0,0,37,2,39,0,0
90000200011,2025-01-11,2025-01-11,900002,42.75,0.62,26.69,37,60,1581.75,1581.75,0,1581.75,47.45,0,0,39,6,45,0,0
90000200012,2025-01-12,2025-01-12,900002,44.88,0.61,27.24,36,60,1615.68,1615.68,0,1615.68,48.47,0,0,43,6,49,0,0
90000200013,2025-01-13,2025-01-13,900002,45.86,0.78,35.97,47,60,2155.42,2155.42,0,2155.42,64.66,0,0,56,7,63,0,0
90000200014,2025-01-14,2025-01-14,900002,49.38,0.72,35.38,43,60,2123.34,2123.34,0,2123.34,63.7,0,0,51,4,55,0,0
90000200015,2025-01-15,2025-01-15,900002,47.27,0.5,23.54,30,60,1418.1,1418.1,0,1418.1,42.54,0,0,32,4,36,0,0
90000200016,2025-01-16,2025-01-16,900002,45.93,0.42,19.31,25,60,1148.25,1148.25,0,1148.25,34.45,0,0,28,3,31,0,0
90000200017,2025-01-17,2025-01-17,900002,40.89,0.76,31.03,46,60,1880.94,1880.94,0,1880.94,56.43,0,0,53,7,60,0,0
90000200018,2025-01-18,2025-01-18,900002,45.4,0.83,37.82,50,60,2270.0,2270.0,0,2270.0,68.1,0,0,58,5,63,0,0
90000200019,2025-01-19,2025-01-19,900002,48.73,0.57,27.74,34,60,1656.82,1656.82,0,1656.82,49.7,0,0,38,5,43,0,0
90000200020,2025-01-20,2025-01-20,900002,54.81,0.81,44.6,49,60,2685.69,2685.69,0,2685.69,80.57,0,0,49,5,54,0,0
90000200021,2025-01-21,2025-01-21,900002,38.81,0.69,26.86,42,60,1630.02,1630.02,0,1630.02,48.9,0,0,45,4,49,0,0
90000200022,2025-01-22,2025-01-22,900002,40.72,0.57,23.06,34,60,1384.48,1384.48,0,1384.48,41.53,0,0,36,3,39,0,0
90000200023,2025-01-23,2025-01-23,900002,42.13,0.69,29.14,42,60,1769.46,1769.46,0,1769.46,53.08,0,0,47,6,53,0,0
90000200024,2025-01-24,2025-01-24,900002,48.9,0.52,25.64,31,60,1515.9,1515.9,0,1515.9,45.48,0,0,37,7,44,0,0
90000200025,2025-01-25,2025-01-25,900002,43.69,0.77,33.73,46,60,2009.74,2009.74,0,2009.74,60.29,0,0,53,9,62,0,0
90000200026,2025-01-26,2025-01-26,900002,44.94,0.74,33.1,44,60,1977.36,1977.36,0,1977.36,59.32,0,0,48,8,56,0,0
90000200027,2025-01-27,2025-01-27,900002,45.5,0.46,21.02,28,60,1274.0,1274.0,0,1274.0,38.22,0,0,31,8,39,0,0
90000200028,2025-01-28,2025-01-28,900002,42.06,0.8,33.49,48,60,2018.88,2018.88,0,2018.88,60.57,0,0,50,9,59,1,0
90000200029,2025-01-29,2025-01-29,900002,49.83,0.71,35.23,42,60,2092.86,2092.86,0,2092.86,62.79,0,0,52,5,57,0,0
90000200030,2025-01-30,2025-01-30,900002,44.14,0.81,35.55,48,60,2118.72,2118.72,0,2118.72,63.56,0,0,54,9,63,0,0
90000200031,2025-01-31,2025-01-31,900002,41.77,0.83,34.72,50,60,2088.5,2088.5,0,2088.5,62.66,0,0,56,13,69,0,0
90000200032,2025-02-01,2025-02-01,900002,46.68,0.73,33.94,44,60,2053.92,2053.92,0,2053.92,61.62,0,0,46,9,55,0,0
90000200033,2025-02-02,2025-02-02,900002,38.53,0.78,30.04,47,60,1810.91,1810.91,0,1810.91,54.33,0,0,57,8,65,1,0
90000200034,2025-02-03,2025-02-03,900002,41.89,0.53,22.19,32,60,1340.48,1340.48,0,1340.48,40.21,0,0,37,3,40,0,0
90000200035,2025-02-04,2025-02-04,900002,53.42,0.44,23.41,26,60,1388.92,1388.92,0,1388.92,41.67,0,0,29,5,34,0,0
90000200036,2025-02-05,2025-02-05,900002,53.87,0.52,27.87,31,60,1669.97,1669.97,0,1669.97,50.1,0,0,33,3,36,0,0
90000200037,2025-02-06,2025-02-06,900002,46.64,0.74,34.38,44,60,2052.16,2052.16,0,2052.16,61.56,0,0,53,7,60,0,0
90000200038,2025-02-07,2025-02-07,900002,47.12,0.82,38.58,49,60,2308.88,2308.88,0,2308.88,69.27,0,0,57,7,64,0,0
90000200039,2025-02-08,2025-02-08,900002,42.69,0.77,32.95,46,60,1963.74,1963.74,0,1963.74,58.91,0,0,56,7,63,0,0
90000200040,2025-02-09,2025-02-09,900002,54.96,0.5,27.58,30,60,1648.8,1648.8,0,1648.8,49.46,0,0,33,5,38,1,0
90000200041,2025-02-10,2025-02-10,900002,54.18,0.5,27.2,30,60,1625.4,1625.4,0,1625.4,48.76,0,0,34,3,37,0,0
90000200042,2025-02-11,2025-02-11,900002,39.96,0.47,18.74,28,60,1118.88,1118.88,0,1118.88,33.57,0,0,31,5,36,0,0
90000200043,2025-02-12,2025-02-12,900002,48.63,0.45,21.95,27,60,1313.01,1313.01,0,1313.01,39.39,0,0,30,2,32,0,0
90000200044,2025-02-13,2025-02-13,900002,44.36,0.45,20.09,27,60,1197.72,1197.72,0,1197.72,35.93,0,0,27,1,28,0,0
90000200045,2025-02-14,2025-02-14,900002,51.26,0.55,28.02,33,60,1691.58,1691.58,0,1691.58,50.75,0,0,35,6,41,0,0
90000200046,2025-02-15,2025-02-15,900002,51.29,0.84,43.11,50,60,2564.5,2564.5,0,2564.5,76.94,0,0,56,5,61,0,0
90000200047,2025-02-16,2025-02-16,900002,51.97,0.56,28.95,33,60,1715.01,1715.01,0,1715.01,51.45,0,0,35,3,38,0,0
90000200048,2025-02-17,2025-02-17,900002,50.35,0.61,30.96,37,60,1862.95,1862.95,0,1862.95,55.89,0,0,42,5,47,0,0
90000200049,2025-02-18,2025-02-18,900002,53.62,0.65,34.66,39,60,2091.18,2091.18,0,2091.18,62.74,0,0,43,8,51,0,0
90000200050,2025-02-19,2025-02-19,900002,43.8,0.63,27.61,38,60,1664.4,1664.4,0,1664.4,49.93,0,0,47,4,51,1,0
90000200051,2025-02-20,2025-02-20,900002,38.19,0.63,24.09,38,60,1451.22,1451.22,0,1451.22,43.54,0,0,46,7,53,0,0
90000200052,2025-02-21,2025-02-21,900002,46.36,0.65,30.04,39,60,1808.04,1808.04,0,1808.04,54.24,0,0,47,6,53,0,0
90000200053,2025-02-22,2025-02-22,900002,44.47,0.78,34.48,47,60,2090.09,2090.09,0,2090.09,62.7,0,0,54,10,64,0,0
90000200054,2025-02-23,2025-02-23,900002,53.25,0.68,36.06,41,60,2183.25,2183.25,0,2183.25,65.5,0,0,44,4,48,0,0
90000200055,2025-02-24,2025-02-24,900002,42.4,0.81,34.48,49,60,2077.6,2077.6,0,2077.6,62.33,0,0,58,4,62,0,0
90000200056,2025-02-25,2025-02-25,900002,52.1,0.59,30.9,36,60,1875.6,1875.6,0,1875.6,56.27,0,0,41,9,50,0,0
90000200057,2025-02-26,2025-02-26,900002,49.13,0.51,25.17,31,60,1523.03,1523.03,0,1523.03,45.69,0,0,34,7,41,1,0
90000200058,2025-02-27,2025-02-27,900002,38.38,0.5,19.31,30,60,1151.4,1151.4,0,1151.4,34.54,0,0,34,4,38,0,0
90000200059,2025-02-28,2025-02-28,900002,54.0,0.53,28.82,32,60,1728.0,1728.0,0,1728.0,51.84,0,0,38,4,42,0,1
90000200060,2025-03-01,2025-03-01,900002,48.6,0.84,40.73,50,60,2430.0,2430.0,0,2430.0,72.9,0,0,57,9,66,0,0
90000200061,2025-03-02,2025-03-02,900002,50.61,0.51,25.88,31,60,1568.91,1568.91,0,1568.91,47.07,0,0,34,4,38,0,0
90000200062,2025-03-03,2025-03-03,900002,53.1,0.66,35.22,40,60,2124.0,2124.0,0,2124.0,63.72,0,0,45,9,54,0,0
90000200063,2025-03-04,2025-03-04,900002,53.01,0.76,40.15,45,60,2385.45,2385.45,0,2385.45,71.56,0,0,51,5,56,0,0
90000200064,2025-03-05,2025-03-05,900002,38.99,0.43,16.81,26,60,1013.74,1013.74,0,1013.74,30.41,0,0,31,5,36,0,0
90000200065,2025-03-06,2025-03-06,900002,49.67,0.8,39.94,48,60,2384.16,2384.16,0,2384.16,71.52,0,0,58,10,68,0,0
90000200066,2025-03-07,2025-03-07,900002,49.63,0.67,33.41,40,60,1985.2,1985.2,0,1985.2,59.56,0,0,45,11,56,0,0
90000200067,2025-03-08,2025-03-08,900002,48.14,0.65,31.22,39,60,1877.46,1877.46,0,1877.46,56.32,0,0,44,8,52,0,0
90000200068,2025-03-09,2025-03-09,900002,45.15,0.43,19.61,26,60,1173.9,1173.9,0,1173.9,35.22,0,0,26,4,30,0,0
90000200069,2025-03-10,2025-03-10,900002,53.5,0.42,22.73,25,60,1337.5,1337.5,0,1337.5,40.12,0,0,27,8,35,0,0
90000200070,2025-03-11,2025-03-11,900002,39.72,0.47,18.8,28,60,1112.16,1112.16,0,1112.16,33.36,0,0,29,4,33,0,0
90000200071,2025-03-12,2025-03-12,900002,48.3,0.8,38.73,48,60,2318.4,2318.4,0,2318.4,69.55,0,0,55,1,56,0,0
90000200072,2025-03-13,2025-03-13,900002,44.01,0.54,23.86,33,60,1452.33,1452.33,0,1452.33,43.57,0,0,38,2,40,0,0
90000200073,2025-03-14,2025-03-14,900002,46.59,0.75,34.8,45,60,2096.55,2096.55,0,2096.55,62.9,0,0,52,12,64,0,0
90000200074,2025-03-15,2025-03-15,900002,42.92,0.81,34.81,49,60,2103.08,2103.08,0,2103.08,63.09,0,0,57,5,62,0,0
90000200075,2025-03-16,2025-03-16,900002,38.02,0.74,27.95,44,60,1672.88,1672.88,0,1672.88,50.19,0,0,49,6,55,0,0
90000200076,2025-03-17,2025-03-17,900002,51.73,0.59,30.69,36,60,1862.28,1862.28,0,1862.28,55.87,0,0,39,9,48,0,0
90000200077,2025-03-18,2025-03-18,900002,40.11,0.51,20.35,30,60,1203.3,1203.3,0,1203.3,36.1,0,0,35,4,39,0,0
90000200078,2025-03-19,2025-03-19,900002,41.23,0.61,25.13,37,60,1525.51,1525.51,0,1525.51,45.77,0,0,40,7,47,0,0
90000200079,2025-03-20,2025-03-20,900002,53.24,0.64,34.17,39,60,2076.36,2076.36,0,2076.36,62.29,0,0,42,8,50,0,0
90000200080,2025-03-21,2025-03-21,900002,55.0,0.65,35.68,39,60,2145.0,2145.0,0,2145.0,64.35,0,0,42,7,49,1,0
90000200081,2025-03-22,2025-03-22,900002,51.73,0.84,43.31,50,60,2586.5,2586.5,0,2586.5,77.59,0,0,55,6,61,0,0
90000200082,2025-03-23,2025-03-23,900002,50.26,0.45,22.74,27,60,1357.02,1357.02,0,1357.02,40.71,0,0,29,4,33,0,0
90000200083,2025-03-24,2025-03-24,900002,38.47,0.65,24.84,39,60,1500.33,1500.33,0,1500.33,45.01,0,0,44,7,51,0,0
90000200084,2025-03-25,2025-03-25,900002,44.49,0.54,24.2,33,60,1468.17,1468.17,0,1468.17,44.05,0,0,36,1,37,0,0
90000200085,2025-03-26,2025-03-26,900002,50.96,0.66,33.51,39,60,1987.44,1987.44,0,1987.44,59.62,0,0,47,6,53,0,0
90000200086,2025-03-27,2025-03-27,900002,51.14,0.79,40.47,47,60,2403.58,2403.58,0,2403.58,72.11,0,0,54,7,61,0,0
90000200087,2025-03-28,2025-03-28,900002,55.0,0.68,37.45,41,60,2255.0,2255.0,0,2255.0,67.65,0,0,48,7,55,0,0
90000200088,2025-03-29,2025-03-29,900002,46.16,0.81,37.51,49,60,2261.84,2261.84,0,2261.84,67.86,0,0,55,8,63,0,0
90000200089,2025-03-30,2025-03-30,900002,50.68,0.42,21.43,25,60,1267.0,1267.0,0,1267.0,38.01,0,0,28,3,31,0,0
90000200090,2025-03-31,2025-03-31,900002,51.8,0.5,26.13,30,60,1554.0,1554.0,0,1554.0,46.62,0,0,33,4,37,0,0
90000200091,2025-04-01,2025-04-01,900002,45.01,0.73,32.91,44,60,1980.44,1980.44,0,1980.44,59.41,0,0,47,4,51,0,0
90000200092,2025-04-02,2025-04-02,900002,54.61,0.72,39.18,43,60,2348.23,2348.23,0,2348.23,70.45,0,0,48,8,56,0,0
90000200093,2025-04-03,2025-04-03,900002,53.73,0.42,22.77,25,60,1343.25,1343.25,0,1343.25,40.3,0,0,30,5,35,0,0
90000200094,2025-04-04,2025-04-04,900002,52.03,0.48,24.93,29,60,1508.87,1508.87,0,1508.87,45.27,0,0,36,4,40,0,0
90000200095,2025-04-05,2025-04-05,900002,41.62,0.56,23.19,33,60,1373.46,1373.46,0,1373.46,41.2,0,0,42,3,45,0,0
90000200096,2025-04-06,2025-04-06,900002,43.8,0.8,34.85,48,60,2102.4,2102.4,0,2102.4,63.07,0,0,55,9,64,0,0
90000200097,2025-04-07,2025-04-07,900002,51.24,0.53,26.94,32,60,1639.68,1639.68,0,1639.68,49.19,0,0,35,0,35,0,0
90000200098,2025-04-08,2025-04-08,900002,50.38,0.61,30.53,36,60,1813.68,1813.68,0,1813.68,54.41,0,0,40,3,43,0,0
90000200099,2025-04-09,2025-04-09,900002,51.99,0.6,31.2,36,60,1871.64,1871.64,0,1871.64,56.15,0,0,42,7,49,0,0
90000200100,2025-04-10,2025-04-10,900002,38.18,0.6,22.81,36,60,1374.48,1374.48,0,1374.48,41.23,0,0,39,3,42,0,0
90000200101,2025-04-11,2025-04-11,900002,49.24,0.7,34.66,42,60,2068.08,2068.08,0,2068.08,62.04,0,0,44,6,50,0,0
90000200102,2025-04-12,2025-04-12,900002,55.0,0.76,41.72,46,60,2530.0,2530.0,0,2530.0,75.9,0,0,54,4,58,0,0
90000200103,2025-04-13,2025-04-13,900002,40.07,0.43,17.22,26,60,1041.82,1041.82,0,1041.82,31.25,0,0,27,3,30,0,0
90000200104,2025-04-14,2025-04-14,900002,46.88,0.64,29.88,38,60,1781.44,1781.44,0,1781.44,53.44,0,0,41,4,45,0,0
90000200105,2025-04-15,2025-04-15,900002,52.78,0.63,33.33,38,60,2005.64,2005.64,0,2005.64,60.17,0,0,43,5,48,0,0
90000200106,2025-04-16,2025-04-16,900002,38.38,0.53,20.45,32,60,1228.16,1228.16,0,1228.16,36.84,0,0,36,2,38,0,0
90000200107,2025-04-17,2025-04-17,900002,46.76,0.71,33.07,42,60,1963.92,1963.92,0,1963.92,58.92,0,0,48,6,54,0,0
90000200108,2025-04-18,2025-04-18,900002,50.19,0.64,31.99,38,60,1907.22,1907.22,0,1907.22,57.22,0,0,46,9,55,0,0
90000200109,2025-04-19,2025-04-19,900002,49.13,0.47,22.88,28,60,1375.64,1375.64,0,1375.64,41.27,0,0,36,4,40,0,0
90000200110,2025-04-20,2025-04-20,900002,40.2,0.47,18.9,28,60,1125.6,1125.6,0,1125.6,33.77,0,0,30,5,35,0,0
90000200111,2025-04-21,2025-04-21,900002,50.17,0.77,38.59,46,60,2307.82,2307.82,0,2307.82,69.23,0,0,51,3,54,0,0
90000200112,2025-04-22,2025-04-22,900002,39.67,0.4,16.05,24,60,952.08,952.08,0,952.08,28.56,0,0,29,4,33,0,0
90000200113,2025-04-23,2025-04-23,900002,48.16,0.7,33.49,42,60,2022.72,2022.72,0,2022.72,60.68,0,0,53,10,63,0,0
90000200114,2025-04-24,2025-04-24,900002,47.7,0.69,33.1,42,60,2003.4,2003.4,0,2003.4,60.1,0,0,49,3,52,0,0
90000200115,2025-04-25,2025-04-25,900002,55.0,0.78,43.15,47,60,2585.0,2585.0,0,2585.0,77.55,0,0,54,12,66,0,0
90000200116,2025-04-26,2025-04-26,900002,55.0,0.69,38.05,42,60,2310.0,2310.0,0,2310.0,69.3,0,0,44,11,55,0,0
90000200117,2025-04-27,2025-04-27,900002,48.36,0.48,23.38,29,60,1402.44,1402.44,0,1402.44,42.07,0,0,32,3,35,0,0
90000200118,2025-04-28,2025-04-28,900002,40.54,0.48,19.32,29,60,1175.66,1175.66,0,1175.66,35.27,0,0,35,6,41,0,0
90000200119,2025-04-29,2025-04-29,900002,49.97,0.61,30.49,37,60,1848.89,1848.89,0,1848.89,55.47,0,0,41,8,49,0,0
90000200120,2025-04-30,2025-04-30,900002,45.26,0.64,28.76,38,60,1719.88,1719.88,0,1719.88,51.6,0,0,43,4,47,0,0
90000200121,2025-05-01,2025-05-01,900002,42.78,0.63,26.75,38,60,1625.64,1625.64,0,1625.64,48.77,0,0,41,5,46,0,0
90000200122,2025-05-02,2025-05-02,900002,47.23,0.78,36.96,47,60,2219.81,2219.81,0,2219.81,66.59,0,0,55,5,60,0,0
90000200123,2025-05-03,2025-05-03,900002,44.67,0.86,38.21,51,60,2278.17,2278.17,0,2278.17,68.35,0,0,59,5,64,0,0
90000200124,2025-05-04,2025-05-04,900002,50.53,0.63,31.96,38,60,1920.14,1920.14,0,1920.14,57.6,0,0,41,7,48,0,0
90000200125,2025-05-05,2025-05-05,900002,43.74,0.72,31.34,43,60,1880.82,1880.82,0,1880.82,56.42,0,0,47,8,55,0,0
90000200126,2025-05-06,2025-05-06,900002,39.86,0.6,23.74,36,60,1434.96,1434.96,0,1434.96,43.05,0,0,40,5,45,0,0
90000200127,2025-05-07,2025-05-07,900002,39.21,0.68,26.73,41,60,1607.61,1607.61,0,1607.61,48.23,0,0,43,6,49,0,0
90000200128,2025-05-08,2025-05-08,900002,46.98,0.48,22.77,29,60,1362.42,1362.42,0,1362.42,40.87,0,0,31,8,39,0,0
90000200129,2025-05-09,2025-05-09,900002,47.75,0.67,32.04,40,60,1910.0,1910.0,0,1910.0,57.3,0,0,48,2,50,1,0
90000200130,2025-05-10,2025-05-10,900002,53.32,0.53,28.17,32,60,1706.24,1706.24,0,1706.24,51.19,0,0,37,9,46,0,0
90000200131,2025-05-11,2025-05-11,900002,52.37,0.73,38.23,44,60,2304.28,2304.28,0,2304.28,69.13,0,0,52,6,58,0,0
90000200132,2025-05-12,2025-05-12,900002,45.56,0.54,24.52,32,60,1457.92,1457.92,0,1457.92,43.74,0,0,35,8,43,0,0
90000200133,2025-05-13,2025-05-13,900002,50.89,0.46,23.23,27,60,1374.03,1374.03,0,1374.03,41.22,0,0,29,5,34,0,0
90000200134,2025-05-14,2025-05-14,900002,46.98,0.56,26.32,34,60,1597.32,1597.32,0,1597.32,47.92,0,0,37,4,41,0,0
90000200135,2025-05-15,2025-05-15,900002,46.32,0.77,35.46,46,60,2130.72,2130.72,0,2130.72,63.92,0,0,51,9,60,1,0
90000200136,2025-05-16,2025-05-16,900002,43.35,0.76,32.84,45,60,1950.75,1950.75,0,1950.75,58.52,0,0,48,6,54,1,0
90000200137,2025-05-17,2025-05-17,900002,55.0,0.69,37.95,41,60,2255.0,2255.0,0,2255.0,67.65,0,0,49,5,54,0,0
90000200138,2025-05-18,2025-05-18,900002,43.0,0.77,33.13,46,60,1978.0,1978.0,0,1978.0,59.34,0,0,51,8,59,0,0
90000200139,2025-05-19,2025-05-19,900002,40.58,0.55,22.18,33,60,1339.14,1339.14,0,1339.14,40.17,0,0,35,6,41,0,0
90000200140,2025-05-20,2025-05-20,900002,42.95,0.55,23.55,33,60,1417.35,1417.35,0,1417.35,42.52,0,0,37,5,42,0,0
90000200141,2025-05-21,2025-05-21,900002,39.86,0.48,19.3,29,60,1155.94,1155.94,0,1155.94,34.68,0,0,32,5,37,0,0
90000200142,2025-05-22,2025-05-22,900002,43.32,0.55,23.64,33,60,1429.56,1429.56,0,1429.56,42.89,0,0,40,5,45,0,0
90000200143,2025-05-23,2025-05-23,900002,53.56,0.57,30.56,34,60,1821.04,1821.04,0,1821.04,54.63,0,0,39,1,40,0,0
90000200144,2025-05-24,2025-05-24,900002,53.93,0.51,27.4,30,60,1617.9,1617.9,0,1617.9,48.54,0,0,33,4,37,0,0
90000200145,2025-05-25,2025-05-25,900002,38.0,0.41,15.46,24,60,912.0,912.0,0,912.0,27.36,0,0,26,4,30,0,0
90000200146,2025-05-26,2025-05-26,900002,43.61,0.64,28.1,39,60,1700.79,1700.79,0,1700.79,51.02,0,0,42,5,47,0,0
90000200147,2025-05-27,2025-05-27,900002,39.33,0.77,30.15,46,60,1809.18,1809.18,0,1809.18,54.28,0,0,53,6,59,1,0
90000200148,2025-05-28,2025-05-28,900002,54.32,0.69,37.3,41,60,2227.12,2227.12,0,2227.12,66.81,0,0,46,5,51,1,0
90000200149,2025-05-29,2025-05-29,900002,52.15,0.64,33.57,39,60,2033.85,2033.85,0,2033.85,61.02,0,0,46,2,48,0,0
90000200150,2025-05-30,2025-05-30,900002,51.93,0.48,25.0,29,60,1505.97,1505.97,0,1505.97,45.18,0,0,30,5,35,0,0
90000200151,2025-05-31,2025-05-31,900002,47.15,0.57,26.92,34,60,1603.1,1603.1,0,1603.1,48.09,0,0,37,7,44,0,0
90000200152,2025-06-01,2025-06-01,900002,47.09,0.49,22.87,29,60,1365.61,1365.61,0,1365.61,40.97,0,0,34,4,38,0,0
90000200153,2025-06-02,2025-06-02,900002,52.96,0.41,21.55,24,60,1271.04,1271.04,0,1271.04,38.13,0,0,25,2,27,0,0
90000200154,2025-06-03,2025-06-03,900002,39.2,0.68,26.61,41,60,1607.2,1607.2,0,1607.2,48.22,0,0,42,7,49,0,0
90000200155,2025-06-04,2025-06-04,900002,48.57,0.66,31.97,39,60,1894.23,1894.23,0,1894.23,56.83,0,0,42,5,47,0,0
